"Pack","Source","Imported","Bytes","SHA256"
"CastleKit","kenney_castle-kit/Models/FBX format/wall-narrow-stairs.fbx","Assets/ImportedAssets/Kenney/CastleKit/Models/wall-narrow-stairs.fbx","28656","8b39bad7df3746408ec6799d410fbc1dc01dfee0d94207c8224013957053de2c"
"CastleKit","kenney_castle-kit/Models/FBX format/stairs-stone.fbx","Assets/ImportedAssets/Kenney/CastleKit/Models/stairs-stone.fbx","25456","9bf3222fd4af6d8d157a75978f7dd5360007af0038ae5de3dce1628150463d13"
"CastleKit","kenney_castle-kit/Models/FBX format/gate.fbx","Assets/ImportedAssets/Kenney/CastleKit/Models/gate.fbx","27104","2902b66f40775e9ac2fb272d22b418307cec3adbf17c41aa49073958e6b217a6"
"CastleKit","kenney_castle-kit/Models/FBX format/bridge-straight.fbx","Assets/ImportedAssets/Kenney/CastleKit/Models/bridge-straight.fbx","27424","76178a96497b0af963ebe2df49467cae10e79658a85886284bdb1b74821d4fe8"
"CastleKit","kenney_castle-kit/Models/FBX format/flag-banner-long.fbx","Assets/ImportedAssets/Kenney/CastleKit/Models/flag-banner-long.fbx","26592","b91a603945746cd40a0e9770d4be6c488a5c66dbe4df254ee8f09df7eaee68ed"
"CastleKit","kenney_castle-kit/Models/FBX format/rocks-large.fbx","Assets/ImportedAssets/Kenney/CastleKit/Models/rocks-large.fbx","29376","4080dfa76d60857af7fa7cd595f71838c43bec5acd7453fb0d123b082048c858"
"CastleKit","kenney_castle-kit/License.txt","Assets/ImportedAssets/Kenney/CastleKit/License.txt","713","aac944f18106b3a3e29c6fdeec02523d4cab4c735abc01f5a8fa88a79ae173ef"
"CastleKit","kenney_castle-kit/Models/FBX format/Textures/colormap.png","Assets/ImportedAssets/Kenney/CastleKit/Models/Textures/colormap.png","7529","66fd49be148f32e88f6c8cace67120250d1943a7856601158ad0ff24651db0b0"
"CastleKit","kenney_castle-kit/Models/Textures/variation-a.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-a.png","7275","0dd97ff54f3875abe9d44c53732f2b870aa82e0dc40243104ba7eaa4196cedd0"
"CastleKit","kenney_castle-kit/Models/Textures/variation-b.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-b.png","6790","86c24e2d004ef945ecae6d89a811ab369588195b90c2f803939e996895f17896"
"CastleKit","kenney_castle-kit/Models/Textures/variation-c.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-c.png","7024","3e2177899d218e70793e63553e03e2a689a944acc056aefe3356a94be8979476"
"CastleKit","kenney_castle-kit/Models/Textures/variation-d.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-d.png","5974","048fac1067071c4e8111d0b3f843560e813ce22224d5da42ae5547d3e2d1265d"
"CastleKit","kenney_castle-kit/Models/Textures/variation-e.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-e.png","5242","94973a973e80e085185bf2f616e3529369a381636af9f0d22fd592c30740d743"
"CastleKit","kenney_castle-kit/Models/Textures/variation-f.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-f.png","5807","fe27cd1c3f7ff77b67839ef4a8fc8667d137a0f030413eead070a0bd73a24b48"
"CastleKit","kenney_castle-kit/Models/Textures/variation-g.png","Assets/ImportedAssets/Kenney/CastleKit/Textures/variation-g.png","5143","6b7628b53e9402d8da77c061dd5d9c7f60c95e4fee272774289d330504f68ea6"
